ign,team_name,game_id,sub,role,champion,kills,deaths,assists,cs,dmg,gold,exp,cs/min,dmg/min,gold/min,exp/min,cs_diff,dmg_diff,gold_diff,exp_diff,kp,fb,vision,plates,solo_kills,gold_perc,dmg_perc
Tank2020,RRRR,4769807871,False,TOP,Mordekaiser,7,10,5,170,25395,10926,14631,6.12,913.49,393.02,526.29,33,-637,-2371,565,0.48,False,0.58,0,2,20.76,28.57
SanicSpeedzx,RRRR,4769807871,False,JUNGLE,Graves,9,7,4,163,17558,12126,11364,5.86,631.58,436.19,408.78,-41,-8329,-2440,-4980,0.52,False,0.97,0,1,23.03,19.75
Godrick,RRRR,4769807871,False,MIDDLE,Naafiri,7,9,11,167,34160,14175,14278,6.01,1228.78,509.89,513.6,89,25613,5269,-694,0.72,False,0.72,0,3,26.93,38.43
runner90,RRRR,4769807871,False,BOTTOM,Tristana,1,6,4,176,7492,9349,11720,6.33,269.5,336.29,421.58,-69,-26980,-7828,-3651,0.2,False,0.47,2,0,17.76,8.43
Rhaastakhan,RRRR,4769807871,False,SUPPORT,Nautilus,1,10,6,30,4278,6066,9681,1.08,153.88,218.2,348.24,17,-3405,-3001,-2418,0.28,False,0.43,0,0,11.52,4.81
runner90,RRRR,4769856215,False,TOP,Illaoi,2,7,3,200,20315,9732,13554,7.27,738.73,353.89,492.87,18,2345,-1809,-2900,0.36,False,0.51,2,1,21.75,29.15
SanicSpeedzx,RRRR,4769856215,False,JUNGLE,Graves,8,2,2,182,18558,12364,13274,6.62,674.84,449.6,482.69,-29,6920,1119,-1824,0.71,True,0.51,2,2,27.63,26.63
Godrick,RRRR,4769856215,False,MIDDLE,Neeko,3,4,3,174,18729,9426,12932,6.33,681.05,342.76,470.25,51,6890,1155,-677,0.43,False,0.62,1,2,21.06,26.87
Tank2020,RRRR,4769856215,False,BOTTOM,Kaisa,1,2,2,160,10616,8097,10132,5.82,386.04,294.44,368.44,-76,-21291,-4766,-2389,0.21,False,0.58,0,1,18.09,15.23
Rhaastakhan,RRRR,4769856215,False,SUPPORT,Lulu,0,5,4,6,1483,5136,7434,0.22,53.93,186.76,270.33,-6,-4383,-2454,-2950,0.29,False,0.98,0,0,11.48,2.13
Weirdzilla78,IRS,4769856215,False,TOP,Mordekaiser,5,4,5,182,17970,11541,16454,6.62,653.45,419.67,598.33,-18,-2345,1809,2900,0.5,False,0.55,0,4,22.41,22.68
Rainßerry,IRS,4769856215,False,JUNGLE,Ekko,6,4,2,211,11638,11245,15098,7.67,423.2,408.91,549.02,29,-6920,-1119,1824,0.4,False,1.02,0,2,21.83,14.69
TuckManDog,IRS,4769856215,False,MIDDLE,Heimerdinger,0,3,6,123,11839,8271,13609,4.47,430.51,300.76,494.87,-51,-6890,-1155,677,0.3,False,0.51,0,0,16.06,14.94
Rÿžê Bøt,IRS,4769856215,False,BOTTOM,Ezreal,8,1,4,236,31907,12863,12521,8.58,1160.25,467.75,455.31,76,21291,4766,2389,0.6,False,0.55,2,0,24.97,40.28
Ibusaki,IRS,4769856215,False,SUPPORT,Janna,1,2,11,12,5866,7590,10384,0.44,213.31,276.0,377.6,6,4383,2454,2950,0.6,False,1.42,1,0,14.74,7.4
oacwastaken,Federal Bureau of Inting (FBI),4773081747,False,TOP,Illaoi,1,6,4,131,16763,7705,8582,6.25,799.51,367.49,409.32,45,4250,-775,-1380,0.71,False,0.72,5,1,24.13,37.47
CrazyApe43,Federal Bureau of Inting (FBI),4773081747,False,JUNGLE,RekSai,5,4,1,104,7776,8055,6718,4.96,370.87,384.18,320.41,-85,-2155,-1378,-4523,0.86,False,0.72,2,1,25.23,17.38
bbori,Federal Bureau of Inting (FBI),4773081747,False,MIDDLE,Akshan,0,8,0,95,8264,5258,6774,4.53,394.15,250.78,323.08,-61,-10811,-5511,-5284,0.0,False,0.19,3,0,16.47,18.47
Kermalicious,Federal Bureau of Inting (FBI),4773081747,False,BOTTOM,Caitlyn,0,2,0,144,3717,5963,7000,6.87,177.28,284.4,333.86,-14,-6005,-2509,-903,0.0,False,0.52,0,0,18.68,8.31
Novaden,Federal Bureau of Inting (FBI),4773081747,False,SUPPORT,Morgana,1,4,0,16,8223,4949,6008,0.76,392.19,236.04,286.55,-9,1988,-1935,-2106,0.14,False,1.67,0,0,15.5,18.38
Petraciela,Monster Hunter Revengeance,4773081747,False,TOP,TahmKench,4,3,10,86,12513,8480,9962,4.1,596.8,404.45,475.14,-45,-4250,775,1380,0.58,False,0.33,0,0,19.26,21.77
arcatesythe,Monster Hunter Revengeance,4773081747,False,JUNGLE,Shyvana,3,1,7,189,9931,9433,11241,9.01,473.66,449.9,536.14,85,2155,1378,4523,0.42,False,0.72,1,0,21.42,17.28
SpyChicken,Monster Hunter Revengeance,4773081747,False,MIDDLE,Veigar,11,1,4,156,19075,10769,12058,7.44,909.78,513.62,575.1,61,10811,5511,5284,0.62,False,0.52,1,1,24.45,33.19
Alpha Mystogan,Monster Hunter Revengeance,4773081747,False,BOTTOM,Xayah,4,2,6,158,9722,8472,7903,7.54,463.69,404.07,376.93,14,6005,2509,903,0.42,False,0.95,1,1,19.24,16.91
Orenomnom,Monster Hunter Revengeance,4773081747,False,SUPPORT,Braum,2,0,12,25,6235,6884,8114,1.19,297.38,328.33,387.0,9,-1988,1935,2106,0.58,True,1.19,2,0,15.63,10.85
Petraciela,Monster Hunter Revengeance,4773129080,False,TOP,TahmKench,8,2,7,119,15280,9131,11350,5.49,705.23,421.43,523.85,-28,4494,1220,1697,0.48,False,0.18,0,3,18.79,23.3
arcatesythe,Monster Hunter Revengeance,4773129080,False,JUNGLE,Shyvana,8,1,5,185,12202,12041,12512,8.54,563.17,555.74,577.48,89,6364,4724,4997,0.42,False,0.83,6,3,24.78,18.6
SpyChicken,Monster Hunter Revengeance,4773129080,False,MIDDLE,Veigar,7,3,6,135,17538,9386,10109,6.23,809.45,433.2,466.57,-4,7546,2813,1484,0.42,False,0.51,4,1,19.31,26.74
Alpha Mystogan,Monster Hunter Revengeance,4773129080,False,BOTTOM,Ashe,7,1,6,165,13733,10943,9955,7.62,633.83,505.06,459.46,36,6429,3927,3097,0.42,False,0.65,6,1,22.52,20.94
Orenomnom,Monster Hunter Revengeance,4773129080,False,SUPPORT,Braum,1,1,14,35,6833,7095,7761,1.62,315.37,327.46,358.2,16,3660,2463,1148,0.48,True,1.89,7,0,14.6,10.42
oacwastaken,Federal Bureau of Inting (FBI),4773129080,False,TOP,Kayle,1,7,2,147,10786,7911,9653,6.78,497.82,365.12,445.52,28,-4494,-1220,-1697,0.38,False,0.83,2,1,23.65,29.08
CrazyApe43,Federal Bureau of Inting (FBI),4773129080,False,JUNGLE,RekSai,3,7,1,96,5838,7317,7515,4.43,269.45,337.71,346.85,-89,-6364,-4724,-4997,0.5,False,0.6,0,0,21.88,15.74
bbori,Federal Bureau of Inting (FBI),4773129080,False,MIDDLE,Xerath,2,6,2,139,9992,6573,8625,6.42,461.17,303.37,398.08,4,-7546,-2813,-1484,0.5,False,0.37,1,1,19.65,26.94
Novaden,Federal Bureau of Inting (FBI),4773129080,False,BOTTOM,Tristana,1,5,2,129,7304,7016,6858,5.95,337.11,323.82,316.52,-36,-6429,-3927,-3097,0.38,False,0.51,0,0,20.98,19.69
Kermalicious,Federal Bureau of Inting (FBI),4773129080,False,SUPPORT,Thresh,1,6,4,19,3173,4632,6613,0.88,146.45,213.78,305.22,-16,-3660,-2463,-1148,0.62,False,0.83,0,0,13.85,8.55
thedynamict,Yuumi or Bust,4773131282,False,TOP,Poppy,1,2,11,127,11686,7993,12908,4.66,429.11,293.5,473.98,-76,1293,-1925,797,0.43,False,0.44,0,0,15.0,13.04
WsPhoenix411,Yuumi or Bust,4773131282,False,JUNGLE,JarvanIV,4,2,16,129,13058,10093,12040,4.74,479.49,370.61,442.11,-41,6031,418,1528,0.71,False,0.55,2,1,18.94,14.57
Dubbya Tea Eff,Yuumi or Bust,4773131282,False,MIDDLE,Viktor,13,1,6,207,34622,15383,16420,7.6,1271.31,564.86,602.94,73,27630,7982,2898,0.68,False,1.14,4,4,28.87,38.64
Dweebble,Yuumi or Bust,4773131282,False,BOTTOM,KogMaw,9,2,6,197,25455,12567,11552,7.23,934.7,461.46,424.19,-9,10614,1738,2227,0.54,False,0.33,1,0,23.59,28.41
Qwerky,Yuumi or Bust,4773131282,False,SUPPORT,Lulu,1,4,17,8,4782,7242,10456,0.29,175.59,265.92,383.94,-1,805,648,2611,0.64,False,2.13,1,0,13.59,5.34
Weirdzilla78,IRS,4773131282,False,TOP,Darius,1,5,2,203,10393,9918,12111,7.45,381.63,364.19,444.71,76,-1293,1925,-797,0.27,False,0.59,2,1,22.33,24.04
Rainßerry,IRS,4773131282,False,JUNGLE,Viego,3,5,2,170,7027,9675,10512,6.24,258.03,355.26,386.0,41,-6031,-418,-1528,0.45,False,1.21,2,0,21.78,16.25
TuckManDog,IRS,4773131282,False,MIDDLE,Chogath,1,8,2,134,6992,7401,13522,4.92,256.74,271.76,496.52,-73,-27630,-7982,-2898,0.27,False,0.51,0,1,16.66,16.17
Rÿžê Bøt,IRS,4773131282,False,BOTTOM,Ashe,5,5,2,206,14841,10829,9325,7.56,544.96,397.64,342.41,9,-10614,-1738,-2227,0.64,True,0.92,2,1,24.38,34.33
Ibusaki,IRS,4773131282,False,SUPPORT,Janna,1,6,6,9,3977,6594,7845,0.33,146.03,242.13,288.07,1,-805,-648,-2611,0.64,False,1.76,1,0,14.85,9.2
Tyrannical,Top Lane Is an Impactful Role,4773201069,False,TOP,Shen,7,4,13,185,15012,11496,17981,6.04,490.32,375.48,587.29,-51,-1620,-863,2494,0.53,False,0.49,0,1,17.98,15.43
saywho,Top Lane Is an Impactful Role,4773201069,False,JUNGLE,Nocturne,5,6,17,183,12289,12230,14665,5.98,401.38,399.46,478.99,-5,-14029,-553,909,0.58,False,0.29,1,0,19.13,12.63
FreezingPro,Top Lane Is an Impactful Role,4773201069,False,MIDDLE,Vladimir,4,1,11,169,14331,11053,17215,5.52,468.08,361.01,562.28,-51,1351,-971,1663,0.39,False,0.56,0,0,17.29,14.73
Swordpoint,Top Lane Is an Impactful Role,4773201069,False,BOTTOM,Jhin,19,1,16,255,33448,18347,17711,8.33,1092.48,599.25,578.48,33,19372,6974,6259,0.92,False,0.46,4,1,28.7,34.38
bcypher36,Top Lane Is an Impactful Role,4773201069,False,SUPPORT,Zyra,3,4,26,31,22199,10799,12531,1.01,725.06,352.72,409.29,27,20331,4738,3097,0.76,True,2.61,4,0,16.89,22.82
Tank2020,RRRR,4773201069,False,TOP,Kayle,1,6,6,236,16632,12359,15487,7.71,543.23,403.67,505.84,51,1620,863,-2494,0.44,False,0.59,5,0,22.64,23.14
SanicSpeedzx,RRRR,4773201069,False,JUNGLE,Rumble,7,8,4,188,26318,12783,13756,6.14,859.6,417.52,449.3,5,14029,553,-909,0.69,False,0.56,2,3,23.41,36.62
Godrick,RRRR,4773201069,False,MIDDLE,Nasus,4,6,2,220,12980,12024,15552,7.19,423.95,392.73,507.96,51,-1351,971,-1663,0.38,False,0.69,0,3,22.02,18.06
FIGHTMEHNOW,RRRR,4773201069,True,BOTTOM,KogMaw,4,9,1,222,14076,11373,11452,7.25,459.75,371.46,374.04,-33,-19372,-6974,-6259,0.31,False,0.26,1,0,20.83,19.58
Rhaastakhan,RRRR,4773201069,False,SUPPORT,Lulu,0,9,5,4,1868,6061,9434,0.13,61.01,197.96,308.13,-27,-20331,-4738,-3097,0.31,False,0.75,1,0,11.1,2.6
Weirdzilla78,IRS,4773201676,False,TOP,Camille,1,6,1,131,8588,6390,8937,5.65,370.44,275.63,385.49,-23,-2278,-1867,-3741,0.25,False,0.47,0,0,19.0,15.96
Rainßerry,IRS,4773201676,False,JUNGLE,Lillia,6,5,1,147,18920,10269,10597,6.34,816.1,442.95,457.1,25,11364,941,214,0.88,False,1.16,0,2,30.54,35.17
TuckManDog,IRS,4773201676,False,MIDDLE,Zilean,0,4,1,83,5096,4739,9672,3.58,219.81,204.41,417.2,-93,-14993,-6620,-4036,0.12,False,0.52,0,0,14.09,9.47
Rÿžê Bøt,IRS,4773201676,False,BOTTOM,KogMaw,1,6,4,164,17375,7384,9387,7.07,749.46,318.5,404.9,-9,-13746,-5558,-1404,0.62,False,0.56,0,0,21.96,32.3
Ibusaki,IRS,4773201676,False,SUPPORT,Lulu,0,7,4,11,3817,4842,7168,0.47,164.64,208.86,309.19,4,-271,-2965,-2456,0.5,False,1.42,0,0,14.4,7.1
thedynamict,Yuumi or Bust,4773201676,False,TOP,Kennen,1,1,5,154,10866,8257,12678,6.64,468.7,356.16,546.86,23,2278,1867,3741,0.21,False,0.35,0,0,16.62,14.74
WsPhoenix411,Yuumi or Bust,4773201676,False,JUNGLE,Vi,5,0,9,122,7556,9328,10383,5.26,325.92,402.36,447.86,-25,-11364,-941,-214,0.5,False,0.39,0,0,18.77,10.25
Dubbya Tea Eff,Yuumi or Bust,4773201676,False,MIDDLE,Zed,5,2,8,176,20089,11359,13708,7.59,866.53,489.96,591.29,93,14993,6620,4036,0.46,False,1.04,3,2,22.86,27.25
Dweebble,Yuumi or Bust,4773201676,False,BOTTOM,Ashe,13,3,10,173,31121,12942,10791,7.46,1342.39,558.25,465.46,9,13746,5558,1404,0.82,False,0.26,2,1,26.04,42.22
Qwerky,Yuumi or Bust,4773201676,False,SUPPORT,Soraka,4,2,17,7,4088,7807,9624,0.3,176.33,336.75,415.13,-4,271,2965,2456,0.75,True,1.42,1,0,15.71,5.55
Tank2020,RRRR,4773309209,False,TOP,Jayce,6,7,9,257,19809,16206,18641,7.2,554.87,453.95,522.16,89,-7268,510,3483,0.47,False,0.62,1,0,22.69,18.51
SanicSpeedzx,RRRR,4773309209,False,JUNGLE,Graves,7,3,11,258,21338,15775,19217,7.23,597.7,441.88,538.29,76,-11414,1419,4039,0.56,False,0.36,3,2,22.09,19.94
Godrick,RRRR,4773309209,False,MIDDLE,Swain,9,8,10,176,26676,14411,18103,4.93,747.23,403.67,507.09,-19,7055,2587,3043,0.59,False,0.48,0,4,20.18,24.93
runner90,RRRR,4773309209,False,BOTTOM,Ezreal,9,4,10,212,31367,15685,17884,5.94,878.63,439.36,500.95,24,15541,2656,5148,0.59,False,0.53,4,1,21.96,29.31
Rhaastakhan,RRRR,4773309209,False,SUPPORT,Seraphine,1,14,17,40,7828,9348,13011,1.12,219.27,261.85,364.45,-20,-16831,-2089,968,0.56,False,0.64,1,0,13.09,7.31
Tyrannical,Top Lane Is an Impactful Role,4773309209,False,TOP,Pantheon,11,9,6,168,27077,15696,15158,4.71,758.46,439.66,424.59,-89,7268,-510,-3483,0.47,False,0.59,3,1,23.66,22.58
saywho,Top Lane Is an Impactful Role,4773309209,False,JUNGLE,Viego,11,6,14,182,32752,14356,15178,5.1,917.42,402.13,425.15,-76,11414,-1419,-4039,0.69,True,0.36,3,2,21.64,27.31
FreezingPro,Top Lane Is an Impactful Role,4773309209,False,MIDDLE,Veigar,4,9,10,195,19621,11824,15060,5.46,549.61,331.2,421.85,19,-7055,-2587,-3043,0.39,False,0.73,3,1,17.82,16.36
bcypher36,Top Lane Is an Impactful Role,4773309209,False,BOTTOM,Jhin,5,4,17,188,15826,13029,12736,5.27,443.31,364.96,356.75,-24,-15541,-2656,-5148,0.61,False,0.5,7,0,19.64,13.2
Swordpoint,Top Lane Is an Impactful Role,4773309209,False,SUPPORT,Varus,5,4,13,60,24659,11437,12043,1.68,690.73,320.36,337.34,20,16831,2089,-968,0.5,False,2.1,7,0,17.24,20.56
Tyrannical,Top Lane Is an Impactful Role,4773358789,False,TOP,Darius,3,3,8,214,12104,11388,15794,6.6,373.39,351.3,487.22,-22,-9690,-2500,548,0.35,False,0.56,0,0,18.3,15.08
saywho,Top Lane Is an Impactful Role,4773358789,False,JUNGLE,Graves,9,1,12,202,19585,14084,16295,6.23,604.16,434.47,502.67,35,7209,3919,4055,0.68,False,1.3,2,1,22.63,24.41
FreezingPro,Top Lane Is an Impactful Role,4773358789,False,MIDDLE,Veigar,7,4,9,197,11686,12488,16672,6.08,360.49,385.23,514.3,-15,1495,2501,4018,0.52,False,0.59,0,0,20.06,14.56
Swordpoint,Top Lane Is an Impactful Role,4773358789,False,BOTTOM,Xayah,9,2,14,239,25635,14485,14047,7.37,790.8,446.84,433.33,20,3519,1780,349,0.74,False,0.56,4,1,23.27,31.95
bcypher36,Top Lane Is an Impactful Role,4773358789,False,SUPPORT,Swain,3,2,16,30,11234,9800,12939,0.93,346.55,302.31,399.15,-15,5610,3307,4019,0.61,False,1.7,3,0,15.74,14.0
Tank2020,RRRR,4773358789,False,TOP,Vayne,3,5,5,236,21794,13888,15246,7.28,672.31,428.42,470.31,22,9690,2500,-548,0.67,True,0.68,5,2,26.09,30.23
SanicSpeedzx,RRRR,4773358789,False,JUNGLE,Gragas,3,3,3,167,12376,10165,12240,5.15,381.78,313.57,377.58,-35,-7209,-3919,-4055,0.5,False,0.46,3,0,19.09,17.16
Godrick,RRRR,4773358789,False,MIDDLE,Yasuo,0,8,3,212,10191,9987,12654,6.54,314.38,308.08,390.35,15,-1495,-2501,-4018,0.25,False,0.56,1,0,18.76,14.13
runner90,RRRR,4773358789,False,BOTTOM,Ezreal,6,5,0,219,22116,12705,13698,6.76,682.24,391.93,422.56,-20,-3519,-1780,-349,0.5,False,0.43,0,2,23.86,30.67
Rhaastakhan,RRRR,4773358789,False,SUPPORT,Seraphine,0,11,1,45,5624,6493,8920,1.39,173.49,200.3,275.17,15,-5610,-3307,-4019,0.08,False,0.83,0,0,12.2,7.8
Zehan,Team China,4775803058,False,TOP,Aatrox,0,5,2,193,12558,8915,12218,5.91,384.82,273.19,374.4,40,3152,-1368,-3672,0.2,False,0.49,2,0,17.71,21.88
MisterCoolBlue,Team China,4775803058,False,JUNGLE,Volibear,2,6,3,205,6898,10903,12202,6.28,211.38,334.11,373.91,50,-5115,258,-863,0.5,False,0.86,3,0,21.66,12.02
HarrisonTT,Team China,4775803058,True,MIDDLE,Orianna,1,1,3,257,13985,10561,15073,7.88,428.55,323.63,461.89,-5,-17636,-5261,-3227,0.4,False,0.52,1,0,20.98,24.37
jr1,Team China,4775803058,False,BOTTOM,KogMaw,6,5,3,240,21994,12969,12281,7.35,673.97,397.42,376.33,14,-1626,-1453,-3005,0.9,False,0.52,4,1,25.77,38.33
PartTimeEGirl,Team China,4775803058,True,SUPPORT,Lulu,1,5,7,30,1950,6984,9683,0.92,59.75,214.01,296.72,-4,-21342,-2641,-1676,0.8,False,1.35,3,0,13.88,3.4
TheeOrange,Coinflip Conundrum,4775803058,False,TOP,DrMundo,1,2,3,153,9406,10283,15890,4.69,288.23,315.11,486.93,-40,-3152,1368,3672,0.18,False,1.2,2,1,16.91,9.41
MoonNickZ,Coinflip Conundrum,4775803058,False,JUNGLE,Maokai,0,2,14,155,12013,10645,13065,4.75,368.12,326.2,400.36,-50,5115,-258,863,0.64,False,0.64,1,0,17.51,12.02
Bixzy,Coinflip Conundrum,4775803058,False,MIDDLE,Lux,8,0,8,262,31621,15822,18300,8.03,968.98,484.84,560.78,5,17636,5261,3227,0.73,False,0.92,2,1,26.02,31.64
Neurons,Coinflip Conundrum,4775803058,False,BOTTOM,Jhin,11,3,6,226,23620,14422,15286,6.93,723.8,441.94,468.42,-14,1626,1453,3005,0.77,True,0.31,2,0,23.72,23.63
conjax pineapple,Coinflip Conundrum,4775803058,False,SUPPORT,Zyra,2,3,15,34,23292,9625,11359,1.04,713.75,294.94,348.08,4,21342,2641,1676,0.77,False,3.28,2,0,15.83,23.3
TheeOrange,Coinflip Conundrum,4775844548,False,TOP,DrMundo,2,0,2,188,11929,11072,14004,6.8,431.69,400.68,506.78,2,896,1879,2153,0.12,False,0.72,4,0,19.24,13.04
MoonNickZ,Coinflip Conundrum,4775844548,False,JUNGLE,Volibear,7,2,19,148,21053,12511,13211,5.36,761.87,452.75,478.08,38,791,4817,3552,0.81,True,0.58,4,1,21.74,23.02
Bixzy,Coinflip Conundrum,4775844548,False,MIDDLE,Cassiopeia,8,4,15,202,29836,12548,16340,7.31,1079.71,454.09,591.31,-28,12317,578,3345,0.72,False,1.41,3,2,21.8,32.62
Neurons,Coinflip Conundrum,4775844548,False,BOTTOM,Jhin,12,5,12,150,19161,12817,10372,5.43,693.4,463.82,375.34,-38,170,1639,751,0.75,False,0.36,6,0,22.27,20.95
conjax pineapple,Coinflip Conundrum,4775844548,False,SUPPORT,Alistar,3,2,21,30,9473,8604,9225,1.09,342.81,311.36,333.84,4,4457,2737,2251,0.75,False,1.99,4,0,14.95,10.36
Zehan,Team China,4775844548,False,TOP,Ornn,1,7,5,186,11033,9193,11851,6.73,399.26,332.68,428.87,-2,-896,-1879,-2153,0.46,False,0.76,1,0,20.03,15.15
MisterCoolBlue,Team China,4775844548,False,JUNGLE,Zac,1,4,11,110,20262,7694,9659,3.98,733.24,278.43,349.54,-38,-791,-4817,-3552,0.92,False,0.47,0,0,16.76,27.82
HarrisonTT,Team China,4775844548,True,MIDDLE,Yone,5,6,6,230,17519,11970,12995,8.32,633.98,433.17,470.27,28,-12317,-578,-3345,0.85,False,0.72,0,0,26.08,24.06
jr1,Team China,4775844548,False,BOTTOM,Samira,5,9,4,188,18991,11178,9621,6.8,687.25,404.51,348.17,38,-170,-1639,-751,0.69,False,0.72,2,0,24.35,26.08
PartTimeEGirl,Team China,4775844548,True,SUPPORT,Leona,1,6,6,26,5016,5867,6974,0.94,181.52,212.32,252.38,-4,-4457,-2737,-2251,0.54,False,1.34,2,0,12.78,6.89
RaceGurramLucky,Weaver's Wall,4776222677,False,TOP,Garen,7,5,3,247,23384,14494,18392,6.93,655.93,406.56,515.9,96,3996,3231,2595,0.32,False,1.04,3,4,20.93,17.79
Uninam,Weaver's Wall,4776222677,False,JUNGLE,Graves,9,5,16,226,39520,17529,17240,6.34,1108.56,491.7,483.59,24,18257,3540,1778,0.81,False,0.95,3,1,25.31,30.07
KuroTheDivine,Weaver's Wall,4776222677,False,MIDDLE,Taliyah,7,4,14,208,42627,16096,17076,5.83,1195.71,451.5,478.99,10,15902,3094,875,0.68,False,0.73,2,0,23.24,32.43
MaadMas0,Weaver's Wall,4776222677,False,BOTTOM,Ashe,6,12,13,148,16723,12307,12167,4.15,469.09,345.22,341.29,-145,-27047,-6022,-4676,0.61,False,0.62,2,0,17.77,12.72
TheOldGodCthulhu,Weaver's Wall,4776222677,False,SUPPORT,Nautilus,2,10,15,36,9169,8819,9734,1.01,257.19,247.38,273.04,23,5453,-353,-1911,0.55,False,2.66,0,0,12.74,6.98
togne bologne,I'm down for anything,4776222677,False,TOP,Malphite,5,5,10,151,19388,11263,15797,4.24,543.84,315.93,443.11,-96,-3996,-3231,-2595,0.42,False,0.84,0,0,17.13,16.88
SANTIx9,I'm down for anything,4776222677,True,JUNGLE,XinZhao,9,8,10,202,21263,13989,15462,5.67,596.44,392.4,433.72,-24,-18257,-3540,-1778,0.53,False,0.81,1,0,21.27,18.51
Cactys,I'm down for anything,4776222677,False,MIDDLE,Sylas,9,5,11,198,26725,13002,16201,5.55,749.65,364.71,454.45,-10,-15902,-3094,-875,0.56,False,0.5,2,2,19.77,23.27
Burito,I'm down for anything,4776222677,False,BOTTOM,Sivir,12,4,14,293,43770,18329,16843,8.22,1227.77,514.14,472.45,145,27047,6022,4676,0.72,False,0.87,0,1,27.87,38.11
KOREA KOREND,I'm down for anything,4776222677,False,SUPPORT,Milio,1,10,25,13,3716,9172,11645,0.36,104.24,257.28,326.65,-23,-5453,353,1911,0.72,False,2.13,2,1,13.95,3.24
flipperthebrick,Scheduling Conflict,4776244590,False,TOP,Renekton,1,6,2,197,10594,8976,13356,6.62,355.9,301.55,448.69,-7,-9213,-2814,-2061,0.16,False,0.4,0,1,17.68,15.26
S0Sparky,Scheduling Conflict,4776244590,False,JUNGLE,JarvanIV,4,4,10,145,10067,10560,12883,4.87,338.2,354.76,432.8,-127,-16904,-5370,-4519,0.74,False,0.67,0,0,20.8,14.5
Raide0n,Scheduling Conflict,4776244590,False,MIDDLE,Leblanc,5,7,7,185,21667,11045,13747,6.22,727.89,371.05,461.83,-8,-3010,-1517,-1326,0.63,False,0.71,0,2,21.75,31.21
BlueAndNotHeavy,Scheduling Conflict,4776244590,False,BOTTOM,Vayne,5,4,7,211,19674,12239,13014,7.09,660.94,411.16,437.2,86,6458,2227,636,0.63,False,0.57,2,0,24.1,28.34
kbking16,Scheduling Conflict,4776244590,False,SUPPORT,Rakan,4,4,8,32,7425,7960,10864,1.08,249.44,267.41,364.97,-10,-12319,-1088,128,0.63,False,2.12,1,0,15.68,10.69
KeithRobus,No ADC? No Need,4776244590,False,TOP,Ornn,1,3,14,204,19807,11790,15417,6.85,665.41,396.08,517.93,7,9213,2814,2061,0.6,True,0.57,4,1,19.87,18.97
SeductivePenguln,No ADC? No Need,4776244590,False,JUNGLE,Khazix,9,2,8,272,26971,15930,17402,9.14,906.08,535.16,584.61,127,16904,5370,4519,0.68,False,1.71,2,0,26.84,25.83
GhettoRobin,No ADC? No Need,4776244590,False,MIDDLE,Sylas,7,5,6,193,24677,12562,15073,6.48,829.01,422.02,506.37,8,3010,1517,1326,0.52,False,0.67,1,0,21.17,23.63
Avër,No ADC? No Need,4776244590,False,BOTTOM,Ashe,4,2,13,125,13216,10012,12378,4.2,443.99,336.35,415.83,-86,-6458,-2227,-636,0.68,False,0.87,1,1,16.87,12.66
Dinkisbuhl,No ADC? No Need,4776244590,False,SUPPORT,Zyra,4,7,13,42,19744,9048,10736,1.41,663.29,303.96,360.67,10,12319,1088,-128,0.68,False,2.05,1,0,15.25,18.91
togne bologne,I'm down for anything,4776300510,False,TOP,Ornn,0,6,0,103,6899,4470,6834,5.97,399.56,258.88,395.79,-26,-4370,-4572,-3156,0.0,False,0.52,0,0,17.87,22.04
SANTIx9,I'm down for anything,4776300510,True,JUNGLE,Belveth,0,3,1,97,1502,4813,5969,5.62,86.99,278.75,345.69,4,-9581,-3791,-937,0.17,False,0.41,0,0,19.25,4.8
Cactys,I'm down for anything,4776300510,False,MIDDLE,Ahri,3,5,1,112,9667,5909,8118,6.49,559.86,342.22,470.15,-3,748,-1675,-762,0.67,False,0.35,0,2,23.63,30.89
Burito,I'm down for anything,4776300510,False,BOTTOM,Jhin,2,4,1,117,8694,5640,5941,6.78,503.51,326.64,344.07,18,1226,-1335,235,0.5,False,0.41,0,1,22.55,27.78
KOREA KOREND,I'm down for anything,4776300510,False,SUPPORT,Nautilus,1,8,2,24,4535,4176,3738,1.39,262.64,241.85,216.49,-5,1641,-629,-1448,0.5,False,1.56,0,0,16.7,14.49
RaceGurramLucky,Weaver's Wall,4776300510,False,TOP,Tryndamere,7,0,1,129,11269,9042,9990,7.47,652.64,523.67,578.57,26,4370,4572,3156,0.31,False,0.81,5,4,24.43,27.07
Uninam,Weaver's Wall,4776300510,False,JUNGLE,Trundle,7,1,12,93,11083,8604,6906,5.39,641.87,498.3,399.96,-4,9581,3791,937,0.73,False,0.93,3,0,23.25,26.62
KuroTheDivine,Weaver's Wall,4776300510,False,MIDDLE,Swain,5,2,9,115,8919,7584,8880,6.66,516.54,439.23,514.29,3,-748,1675,762,0.54,False,0.75,1,0,20.49,21.42
MaadMas0,Weaver's Wall,4776300510,False,BOTTOM,Ashe,5,1,6,99,7468,6975,5706,5.73,432.51,403.96,330.46,-18,-1226,1335,-235,0.42,True,0.23,2,1,18.85,17.94
TheOldGodCthulhu,Weaver's Wall,4776300510,False,SUPPORT,Blitzcrank,2,2,8,29,2894,4805,5186,1.68,167.61,278.28,300.35,5,-1641,629,1448,0.38,False,1.68,1,1,12.98,6.95
